Tên sản phẩm,Ngành hàng,Loại edge case,Mô tả,
Bánh bông lan AXIANGQIN 360g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh calty quy bơ túi cam 90g (Túi),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh calty quy bơ túi dâu 90g (Túi),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh chả zip to 310g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh cookie hạnh nhân HT Richy lộc mã đáo_đỏ 156g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh cookies bơ thập Cẩm HT Richy_xanh 500g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh cookies bơ thập Cẩm HT Richy_đỏ 500g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh cookies bơ thập cẩm HT Majestic hoa nhí_đỏ 310g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh cookies bơ thập cẩm HT Majestic hoa nhí_vàng 310g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh cookies thập cẩm HT Majestic đồng tiền vàng 382g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh dừa Deli cà phê 165g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh dừa đậu phộng coconut Deli 170g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gạo Hàn Quốc 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gạo jinju Mật ong 100g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gạo sữa Miyaki 240g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gạo sữa Miyaki vị phomai 240g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gạo sữa miyaki 240g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gấu Koala Sô cô la 37g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh gọa sữa-vị sữa 112g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh hạt dinh dưỡng mix vị 206g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh lương khô ăn kiêng 350g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh mandu hải sản rau củ 350g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh merry kem quế vị vani lon Đỏ 200g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh mì Hamburger thịt bò ướp tiêu đen 85g (Gói(Bò Tiêu Đen)),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh mềm socala combo Pie 336g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh phồng tôm Sa Giang gói 100g (Gói),"Rong biển, bánh tráng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh que Toppo nhân kem dâu 40g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh que choco choky phô mai 36g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh que choco choky sầu riêng 36g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh que choco choky trà xanh 36g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh que choco choky vị socola 36g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh quy Kenju Nougat kem sữa HT Mã đáo Đỏ 217g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh quy Kenju rau củ túi 192g (Túi),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh quy bơ Danisa 681g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh quy rau củ HT (Richy lộc_vàng) 156g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh quy rau củ HT (Richy lộc_xanh dương) 156g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh quy đậu nành mè HG 120g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh thập cẩm An Lộc HG Merry Đỏ 400g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh thập cẩm Merry HT Mã đáo 334g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh tráng Meizan 120g (Túi),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh trứng Tipo hộp 250g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh walys hộp 360g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bánh đa cua tô 125g (Tô),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
BánhCPIE Matcha 30g (Cái),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
"Bình xịt lưu hương chống thối chân, khử mùi giày XIMO 300ml (Chai)",Mỹ phẩm và dụng cụ làm đẹp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bún bò huế 65g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
Bún giò heo 65g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
Bún khô Cao Bằng 500g (Túi),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bún riêu cua 80g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bút xóa nước 12ml (Chiếc),Văn phòng phẩm,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bơ thực vật cao cấp Meizan 200g (Hộp),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bắp xóc mắm cay 200g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Bỏng Ngô vị mật ong 110g (Cái),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột Baking Soda 454g (Hộp),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột Lẩu Thái Aji-Quick 50g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột bắp Meizan 150g (Gói),Bột các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột canh 14% 200g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột canh Iốt H/C 190g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột canh i-ốt Hải Châu 900g (Túi),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột chiên giòn Aji - Quick 150g (Gói),Bột các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột chiên giòn hiệu đồng tiền 1kg (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột ngọt AJI-NO-MOTO 1kg (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột ngọt NT Vedan M 1000g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột rang muối 20g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Bột sắn dây Miền Bắc 500g (Túi),Bột các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC K.CaoSuThổi Play Tennis 18g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC K.Dẻo Sour Belt 1M 45g (Dây),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo Cool Cola 24g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo MiniCrawlers 24g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo MiniTubes 24g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo Sour Belt 7g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo Sour Crawlers 90g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo SourBites 24g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Dẻo TopMix 24g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC Kẹo Mút Còi Thổi HươngDâu 15g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC SourBelt Tết 105g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC kẹo mút Gum thổi hương cola 432g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CC kẹo mút Gum thổi hương dâu 432g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CCBB K.CaoSu Thổi Tô Màu 27g (Hũ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CCBB K.CsuThổi Shapeez 4.5g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
CCBB Sploosh K.CaoSu thổi 3.4g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
COSY Marie banh quy 240g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Ca phe Highlands RTD Iced with milk 235ml (Lon),Cà phê,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cafe muối 20g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Carlsberg Pilsner 330ml (Lon),Bia,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Sườn 70g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Tươi Baby Cá Hồi & Cải Bó Xôi 240g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Tươi Baby Thịt Bằm Bí Đổ SGFood 240g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Tươi Bò Đậu Đỏ 270g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Tươi Cá Đậu Xanh 270g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Tươi Gà Cà Rốt 270g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo Tươi Thịt Thăn Rau Củ 270g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo thịt gà 70g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo yến mạch Minh Trung lon 365g (Hộp),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cháo đậu xanh Minh Trung 365g (Hộp),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân giò xông khói 300g (300g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân giò xông khói 450g (450g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà Ponnie xốt cay 33g (Cái),Thịt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà Ponnie xốt mật ong 33g (Cái),Thịt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà bách thảo 40g (Cái),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà cay đóng gói hút chân không 80g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà nhất tâm Hey Yo 40g (Gói),Thịt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà rút xương bà Tuyết 26g (Gói),Thịt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chân gà rút xương sả tắc 26g (Cái),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả cá Hàn que 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả cốm Hà Nội CP 500g (Gói),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả cốm non Ước lễ Việt 200g (200g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả giò tôm thịt 500g (Cái),Thực phẩm trữ mát,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả giò xốp 500g (Cái),Thực phẩm trữ mát,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả giò xốp con tôm 500g (Cái),Thực phẩm trữ mát,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả hải sản tẩm bột 450g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả quế Ước lễ 200g (200g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Chả sụn Ước lễ 200g (200g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Creamer đặc có đường NSPN Xanh lá HG 380g (Hộp),Sữa đặc,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cung Đình hủ tiếu Nam Vang 30 gói Việt Nam 85g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cung Đình hủ tiếu sườn heo 30 gói Việt Nam 85g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê G7 2in1 15st 16g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê G7 3in1 16g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê VCF 3in1 Gold Original 17g (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê Vinacafe sữa hòa tan 240g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê Wake up Hương chồn 17g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê sầu riêng 4IN1 324g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cá Hộp 3 cô gái 155g (Hộp),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cá ngừ ngâm dầu 185g (Cái),Thực phẩm đóng hộp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cá viên 220viên 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cá viên 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cá viên J&J 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Cơm cháy chà bông 200g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
DACHI chân gà 35g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
DOVE DX phục hồi hư tổn 610g (Chai),Chăm sóc cá nhân khác,Standard,"Standard - weight đơn giản 500g, 200ml...",
DOVE ST dưỡng da chuyên sâu dây 6g (Gói),Chăm sóc cá nhân khác,Standard,"Standard - weight đơn giản 500g, 200ml...",
Da heo Lucky Star vị mắm hành 25g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Da heo Lucky Star vị tỏi ớt 25g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Dấm gạo Hà Phương 500ml (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Dấm thanh Angon 450ml (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Dầu gội DL Nguyên Xuân đỏ 520g (Chai),Chăm sóc tóc và da đầu,Standard,"Standard - weight đơn giản 500g, 200ml...",
Dầu gội DL Nguyên xuân bồng bềnh vàng 260g (Chai),Chăm sóc tóc và da đầu,Standard,"Standard - weight đơn giản 500g, 200ml...",
Dầu xả dược liệu Nguyên xuân bồng bềnh 300ml (Chai),Chăm sóc tóc và da đầu,Standard,"Standard - weight đơn giản 500g, 200ml...",
Dầu ăn cao cấp Mezan Gold 400ml (Cái),Dầu ăn,Standard,"Standard - weight đơn giản 500g, 200ml...",
Dồi sụn 500g (500g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
ETU viên giặt 4in1 hương PERFUM 432g (Hộp),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
ETU viên giặt 5in1 hương THE NORTH ISLAND 450g (Hộp),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Elvan Truffle hộp thiếc vuông 255g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Fami Canxi ít đường 200ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Fami canxi hộp 200ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Fanta hương cam lon 320ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Fondante Cửa sổ HT xanh 220g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
GN Zai Zai Thạch phô mai túi lưới 560g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Gia vị gà ủ muối hoa tiêu 85g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Gia vị ngũ vị hương 3g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Gift lau sàn hương Ylang 3.8kg (Can),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Giò lụa Ước lễ 1kg (Kg),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Giò lụa Ước lễ 200g (200g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Giò me 500g (500g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Giò tai nấm Ước lễ 200g (200g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Giò xào Ước Lễ 1kg (Kg),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Gạo BC 25kg (1Kg),Gạo các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Gạo Nep thơm thượng hạng nhãn vàng 5kg (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Gạo lức huyết rồng canxi 600g (Cái),"Yến mạch, ngũ cốc dinh dưỡng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Gạo lứt đen sao quê 1kg (Gói),Gạo các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
H.Gia Bánh đa cua 120g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
H.Gia Phở thịt bò 120g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
H.Gia phở thịt gà 120g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
HASU NRC gốc thục vật tinh dầu quế 2.1kg (Can),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
HASU NRC gốc thực vật tinh bạc hà 2.1kg (Can),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
HASU NXV khô hồng 100ml (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
HASU NXV khô xanh dịu êm chai 100ml (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
HASU tẩy bồn cầu chai đen 750ml (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
HASU tẩy dầu mỡ chai 500ml (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
HS Bột ngọt FUJI-MOTO 300g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
HS Bột ngọt FUJI-MOTO 454g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
HYGIENCE Nước xả vải đậm đặc Life Scent đen 1300ml (Túi),Giặt giũ và chăm sóc quần áo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hasu Giấy vệ sinh 6 cuộn (có lõi) 850g (Cuộn),"Giấy vệ sinh, khăn giấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hasu giấy ăn 500g (Gói),Chăm sóc cá nhân khác,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hasu nước rửa chén Hương quế 3.6kg (Can),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hotdog Ponnie giòn ăn liền sụn vị BBQ 20g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hotdog Ponnie giòn ăn liền vị bắp 28g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hotdog Ponnie giòn ăn liền vị cay 28g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hotdog Ponnie giòn ăn liền vị phô mai bắp 20g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hotdog Ponnie giòn ăn liền vị sườn nướng 28g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Há cảo tôm cải bó xôi 300g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hướng dương túi 300g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hướng dương vị muối 250g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạnh nhân 300g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt Macca 300g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt bí trơn 400g (Gói),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt chia hộp 450g (Hộp),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt dẻ cười 500g (Lọ),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt nêm CHIN-SU ngọt Tôm thơm thịt MB 900g + KM Nước chấm Đệ Nhị 800ml (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt nêm CHIN-SU ngọt thanh x5 xương hàm cô đặc & rau củ MB KM 16 chén sứ 400g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
"Hạt nêm Knorr thịt thăn, xương ống và tủy 900g (Gói)",Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt nêm từ thịt 400g + Knorr TTX Ống 65g (Bộ),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt Điều Tách Vỏ Lụa 540g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hạt điều rang muối Vỏ Lụa 520g  (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Hồ khô CA212 8g (Lọ),Văn phòng phẩm,Standard,"Standard - weight đơn giản 500g, 200ml...",
Hộp kẹo Hỗn hợp Sum Vầy 209g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
KORR Hạt nên từ thịt 900g + Knorr TTX Ống 136g (Bộ),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Karo - Bánh bơ trứng giòn 150g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kem Merino sầu riêng socola 56g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kem Merino sữa dừa 56g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kem đánh răng Lipzo Kids Dâu 75g (Cái),Chăm sóc răng miệng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kem đánh răng Ngọc Châu 170g (Hộp),Chăm sóc răng miệng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kem đánh răng Ngọc châu trắng sáng 170g (Tuýp),Chăm sóc răng miệng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kem đánh răng dược liệu 110g (Cái),Chăm sóc răng miệng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kewpie nước chấm mè rang _ chai 180ml (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Khoai môn lệ phố 300g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Khoai tây sấy sợi vị phô mai WOW 85g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khoai tây sấy sợi vị rong biển WOW 85g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khoai tây sấy sợi vị thịt nướng WOW 85g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô Mix ( Gà-Mực-Heo) 300g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô bò sợi 100g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô bò sợi 250g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô gà cay 50g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô gà là chanh 120g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô heo cháy tỏi fansipan gói 50g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khô mực xé sợi 50g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Khăn khô Lotus 600g (Gói),"Giấy vệ sinh, khăn giấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kun STC Hương cam có thạch 100ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kun sô cô la lúa mạch có thạch 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kun sô cô la lúa mạch có thạch 170ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kun sữa trái cây hương cam có thạch 170ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
KĐR Ngọc châu chuyên gia 170g (Hộp),Chăm sóc răng miệng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo AL 2chew Dâu & Nho 84g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo AL Bạc Hà NhânSôcôla 26g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo AL mềm ChDây Hạt Chia 24.5g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
