original_name,clean_name,weight,unit,packaging_type
Cháo Tươi Baby Cá Hồi & Cải Bó Xôi 240g (Cái),Cháo Tươi Baby Cá Hồi & Cải Bó Xôi,240.0,g,Cái
Cháo Tươi Baby Thịt Bằm Bí Đổ SGFood 240g (Cái),Cháo Tươi Baby Thịt Bằm Bí Đổ SGFood,240.0,g,Cái
Cháo Tươi Bò Đậu Đỏ 270g (Cái),Cháo Tươi Bò Đậu Đỏ,270.0,g,Cái
Cháo Tươi Cá Đậu Xanh 270g (Cái),Cháo Tươi Cá Đậu Xanh,270.0,g,Cái
Cháo Tươi Gà Cà Rốt 270g (Cái),Cháo Tươi Gà Cà Rốt,270.0,g,Cái
Cháo Tươi Thịt Thăn Rau Củ 270g (Cái),Cháo Tươi Thịt Thăn Rau Củ,270.0,g,Cái
Cháo thịt gà 70g (Gói),Cháo thịt gà,70.0,g,Gói
Cháo yến mạch Minh Trung lon 365g (Hộp),Cháo yến mạch Minh Trung lon,365.0,g,Hộp
Cháo đậu xanh Minh Trung 365g (Hộp),Cháo đậu xanh Minh Trung,365.0,g,Hộp
Chân giò xông khói 300g (300g),Chân giò xông khói,300.0,g,300g
Chân giò xông khói 450g (450g),Chân giò xông khói,450.0,g,450g
Chân gà Ponnie xốt cay 33g (Cái),Chân gà Ponnie xốt cay,33.0,g,Cái
Chân gà Ponnie xốt mật ong 33g (Cái),Chân gà Ponnie xốt mật ong,33.0,g,Cái
Chân gà bách thảo 40g (Cái),Chân gà bách thảo,40.0,g,Cái
Chân gà cay đóng gói hút chân không 80g (Gói),Chân gà cay đóng gói hút chân không,80.0,g,Gói
Chân gà nhất tâm Hey Yo 40g (Gói),Chân gà nhất tâm Hey Yo,40.0,g,Gói
Chân gà rút xương bà Tuyết 26g (Gói),Chân gà rút xương bà Tuyết,26.0,g,Gói
Chân gà rút xương sả tắc 26g (Cái),Chân gà rút xương sả tắc,26.0,g,Cái
Chả cá Hàn que 500g (Gói),Chả cá Hàn que,500.0,g,Gói
Chả cốm Hà Nội CP 500g (Gói),Chả cốm Hà Nội CP,500.0,g,Gói
Chả cốm non Ước lễ Việt 200g (200g),Chả cốm non Ước lễ Việt,200.0,g,200g
Chả giò tôm thịt 500g (Cái),Chả giò tôm thịt,500.0,g,Cái
Chả giò xốp 500g (Cái),Chả giò xốp,500.0,g,Cái
Chả giò xốp con tôm 500g (Cái),Chả giò xốp con tôm,500.0,g,Cái
Chả hải sản tẩm bột 450g (Gói),Chả hải sản tẩm bột,450.0,g,Gói
Chả quế Ước lễ 200g (200g),Chả quế Ước lễ,200.0,g,200g
Chả sụn Ước lễ 200g (200g),Chả sụn Ước lễ,200.0,g,200g
Creamer đặc có đường NSPN Xanh lá HG 380g (Hộp),Creamer đặc có đường NSPN Xanh lá HG,380.0,g,Hộp
Cung Đình hủ tiếu Nam Vang 30 gói Việt Nam 85g (Gói),Cung Đình hủ tiếu Nam Vang 30 gói Việt Nam,85.0,g,Gói
Cung Đình hủ tiếu sườn heo 30 gói Việt Nam 85g (Gói),Cung Đình hủ tiếu sườn heo 30 gói Việt Nam,85.0,g,Gói
Cà phê G7 2in1 15st 16g (Hộp),Cà phê G7 2in1 15st,16.0,g,Hộp
Cà phê G7 3in1 16g (Hộp),Cà phê G7 3in1,16.0,g,Hộp
Cà phê VCF 3in1 Gold Original 17g (Cái),Cà phê VCF 3in1 Gold Original,17.0,g,Cái
Cà phê Vinacafe sữa hòa tan 240g (Hộp),Cà phê Vinacafe sữa hòa tan,240.0,g,Hộp
Cà phê Wake up Hương chồn 17g (Hộp),Cà phê Wake up Hương chồn,17.0,g,Hộp
Cà phê sầu riêng 4IN1 324g (Hộp),Cà phê sầu riêng 4IN1,324.0,g,Hộp
Cá Hộp 3 cô gái 155g (Hộp),Cá Hộp 3 cô gái,155.0,g,Hộp
Cá ngừ ngâm dầu 185g (Cái),Cá ngừ ngâm dầu,185.0,g,Cái
Cá viên 220viên 500g (Gói),Cá viên 220viên,500.0,g,Gói
Cá viên 500g (Gói),Cá viên,500.0,g,Gói
Cá viên J&J 500g (Gói),Cá viên J&J,500.0,g,Gói
Cơm cháy chà bông 200g (Gói),Cơm cháy chà bông,200.0,g,Gói
DACHI chân gà 35g (Gói),DACHI chân gà,35.0,g,Gói
DOVE DX phục hồi hư tổn 610g (Chai),DOVE DX phục hồi hư tổn,610.0,g,Chai
DOVE ST dưỡng da chuyên sâu dây 6g (Gói),DOVE ST dưỡng da chuyên sâu dây,6.0,g,Gói
Da heo Lucky Star vị mắm hành 25g (Gói),Da heo Lucky Star vị mắm hành,25.0,g,Gói
Da heo Lucky Star vị tỏi ớt 25g (Gói),Da heo Lucky Star vị tỏi ớt,25.0,g,Gói
Dấm gạo Hà Phương 500ml (Chai),Dấm gạo Hà Phương,500.0,ml,Chai
Dấm thanh Angon 450ml (Chai),Dấm thanh Angon,450.0,ml,Chai
Dầu gội DL Nguyên Xuân đỏ 520g (Chai),Dầu gội DL Nguyên Xuân đỏ,520.0,g,Chai
Dầu gội DL Nguyên xuân bồng bềnh vàng 260g (Chai),Dầu gội DL Nguyên xuân bồng bềnh vàng,260.0,g,Chai
Dầu xả dược liệu Nguyên xuân bồng bềnh 300ml (Chai),Dầu xả dược liệu Nguyên xuân bồng bềnh,300.0,ml,Chai
Dầu ăn cao cấp Mezan Gold 400ml (Cái),Dầu ăn cao cấp Mezan Gold,400.0,ml,Cái
Dồi sụn 500g (500g),Dồi sụn,500.0,g,500g
ETU viên giặt 4in1 hương PERFUM 432g (Hộp),ETU viên giặt 4in1 hương PERFUM,432.0,g,Hộp
ETU viên giặt 5in1 hương THE NORTH ISLAND 450g (Hộp),ETU viên giặt 5in1 hương THE NORTH ISLAND,450.0,g,Hộp
Elvan Truffle hộp thiếc vuông 255g (Hộp),Elvan Truffle hộp thiếc vuông,255.0,g,Hộp
Fami Canxi ít đường 200ml (Hộp),Fami Canxi ít đường,200.0,ml,Hộp
Fami canxi hộp 200ml (Hộp),Fami canxi hộp,200.0,ml,Hộp
Fanta hương cam lon 320ml (Lon),Fanta hương cam lon,320.0,ml,Lon
Fondante Cửa sổ HT xanh 220g (Hộp),Fondante Cửa sổ HT xanh,220.0,g,Hộp
GN Zai Zai Thạch phô mai túi lưới 560g (Túi),GN Zai Zai Thạch phô mai túi lưới,560.0,g,Túi
Gia vị gà ủ muối hoa tiêu 85g (Gói),Gia vị gà ủ muối hoa tiêu,85.0,g,Gói
Gia vị ngũ vị hương 3g (Gói),Gia vị ngũ vị hương,3.0,g,Gói
Gift lau sàn hương Ylang 3.8kg (Can),Gift lau sàn hương Ylang,3.8,kg,Can
Giò lụa Ước lễ 1kg (Kg),Giò lụa Ước lễ,1.0,kg,Kg
Giò lụa Ước lễ 200g (200g),Giò lụa Ước lễ,200.0,g,200g
Giò me 500g (500g),Giò me,500.0,g,500g
Giò tai nấm Ước lễ 200g (200g),Giò tai nấm Ước lễ,200.0,g,200g
Giò xào Ước Lễ 1kg (Kg),Giò xào Ước Lễ,1.0,kg,Kg
Gạo BC 25kg (1Kg),Gạo BC,25.0,kg,1Kg
Gạo Nep thơm thượng hạng nhãn vàng 5kg (Gói),Gạo Nep thơm thượng hạng nhãn vàng,5.0,kg,Gói
Gạo lức huyết rồng canxi 600g (Cái),Gạo lức huyết rồng canxi,600.0,g,Cái
Gạo lứt đen sao quê 1kg (Gói),Gạo lứt đen sao quê,1.0,kg,Gói
H.Gia Bánh đa cua 120g (Gói),H.Gia Bánh đa cua,120.0,g,Gói
H.Gia Phở thịt bò 120g (Gói),H.Gia Phở thịt bò,120.0,g,Gói
H.Gia phở thịt gà 120g (Gói),H.Gia phở thịt gà,120.0,g,Gói
HASU NRC gốc thục vật tinh dầu quế 2.1kg (Can),HASU NRC gốc thục vật tinh dầu quế,2.1,kg,Can
HASU NRC gốc thực vật tinh bạc hà 2.1kg (Can),HASU NRC gốc thực vật tinh bạc hà,2.1,kg,Can
HASU NXV khô hồng 100ml (Chai),HASU NXV khô hồng,100.0,ml,Chai
HASU NXV khô xanh dịu êm chai 100ml (Chai),HASU NXV khô xanh dịu êm chai,100.0,ml,Chai
HASU tẩy bồn cầu chai đen 750ml (Chai),HASU tẩy bồn cầu chai đen,750.0,ml,Chai
HASU tẩy dầu mỡ chai 500ml (Chai),HASU tẩy dầu mỡ chai,500.0,ml,Chai
HS Bột ngọt FUJI-MOTO 300g (Gói),HS Bột ngọt FUJI-MOTO,300.0,g,Gói
HS Bột ngọt FUJI-MOTO 454g (Gói),HS Bột ngọt FUJI-MOTO,454.0,g,Gói
HYGIENCE Nước xả vải đậm đặc Life Scent đen 1300ml (Túi),HYGIENCE Nước xả vải đậm đặc Life Scent đen,1300.0,ml,Túi
Hasu Giấy vệ sinh 6 cuộn (có lõi) 850g (Cuộn),Hasu Giấy vệ sinh 6 cuộn (có lõi),850.0,g,Cuộn
Hasu giấy ăn 500g (Gói),Hasu giấy ăn,500.0,g,Gói
Hasu nước rửa chén Hương quế 3.6kg (Can),Hasu nước rửa chén Hương quế,3.6,kg,Can
Hotdog Ponnie giòn ăn liền sụn vị BBQ 20g (Cái),Hotdog Ponnie giòn ăn liền sụn vị BBQ,20.0,g,Cái
Hotdog Ponnie giòn ăn liền vị bắp 28g (Cái),Hotdog Ponnie giòn ăn liền vị bắp,28.0,g,Cái
Hotdog Ponnie giòn ăn liền vị cay 28g (Cái),Hotdog Ponnie giòn ăn liền vị cay,28.0,g,Cái
Hotdog Ponnie giòn ăn liền vị phô mai bắp 20g (Cái),Hotdog Ponnie giòn ăn liền vị phô mai bắp,20.0,g,Cái
Hotdog Ponnie giòn ăn liền vị sườn nướng 28g (Cái),Hotdog Ponnie giòn ăn liền vị sườn nướng,28.0,g,Cái
Há cảo tôm cải bó xôi 300g (Gói),Há cảo tôm cải bó xôi,300.0,g,Gói
Hướng dương túi 300g (Gói),Hướng dương túi,300.0,g,Gói
Hướng dương vị muối 250g (Gói),Hướng dương vị muối,250.0,g,Gói
Hạnh nhân 300g (Hộp),Hạnh nhân,300.0,g,Hộp
Hạt Macca 300g (Hộp),Hạt Macca,300.0,g,Hộp
Hạt bí trơn 400g (Gói),Hạt bí trơn,400.0,g,Gói
Hạt chia hộp 450g (Hộp),Hạt chia hộp,450.0,g,Hộp
Hạt dẻ cười 500g (Lọ),Hạt dẻ cười,500.0,g,Lọ
Hạt nêm CHIN-SU ngọt Tôm thơm thịt MB 900g + KM Nước chấm Đệ Nhị 800ml (Gói),Hạt nêm CHIN-SU ngọt Tôm thơm thịt MB + KM Nước chấm Đệ Nhị 800ml,900.0,g,Gói
Hạt nêm CHIN-SU ngọt thanh x5 xương hàm cô đặc & rau củ MB KM 16 chén sứ 400g (Gói),Hạt nêm CHIN-SU ngọt thanh x5 xương hàm cô đặc & rau củ MB KM 16 chén sứ,400.0,g,Gói
"Hạt nêm Knorr thịt thăn, xương ống và tủy 900g (Gói)","Hạt nêm Knorr thịt thăn, xương ống và tủy",900.0,g,Gói
Hạt nêm từ thịt 400g + Knorr TTX Ống 65g (Bộ),Hạt nêm từ thịt + Knorr TTX Ống 65g,400.0,g,Bộ
Hạt Điều Tách Vỏ Lụa 540g (Hộp),Hạt Điều Tách Vỏ Lụa,540.0,g,Hộp
Hạt điều rang muối Vỏ Lụa 520g  (Hộp),Hạt điều rang muối Vỏ Lụa,520.0,g,Hộp
Hồ khô CA212 8g (Lọ),Hồ khô CA212,8.0,g,Lọ
Hộp kẹo Hỗn hợp Sum Vầy 209g (Hộp),Hộp kẹo Hỗn hợp Sum Vầy,209.0,g,Hộp
KORR Hạt nên từ thịt 900g + Knorr TTX Ống 136g (Bộ),KORR Hạt nên từ thịt + Knorr TTX Ống 136g,900.0,g,Bộ
Karo - Bánh bơ trứng giòn 150g (Gói),Karo - Bánh bơ trứng giòn,150.0,g,Gói
Kem Merino sầu riêng socola 56g (Cái),Kem Merino sầu riêng socola,56.0,g,Cái
Kem Merino sữa dừa 56g (Cái),Kem Merino sữa dừa,56.0,g,Cái
Kem đánh răng Lipzo Kids Dâu 75g (Cái),Kem đánh răng Lipzo Kids Dâu,75.0,g,Cái
Kem đánh răng Ngọc Châu 170g (Hộp),Kem đánh răng Ngọc Châu,170.0,g,Hộp
Kem đánh răng Ngọc châu trắng sáng 170g (Tuýp),Kem đánh răng Ngọc châu trắng sáng,170.0,g,Tuýp
Kem đánh răng dược liệu 110g (Cái),Kem đánh răng dược liệu,110.0,g,Cái
Kewpie nước chấm mè rang _ chai 180ml (Cái),Kewpie nước chấm mè rang _ chai,180.0,ml,Cái
Khoai môn lệ phố 300g (Gói),Khoai môn lệ phố,300.0,g,Gói
Khoai tây sấy sợi vị phô mai WOW 85g (Gói),Khoai tây sấy sợi vị phô mai WOW,85.0,g,Gói
Khoai tây sấy sợi vị rong biển WOW 85g (Gói),Khoai tây sấy sợi vị rong biển WOW,85.0,g,Gói
Khoai tây sấy sợi vị thịt nướng WOW 85g (Gói),Khoai tây sấy sợi vị thịt nướng WOW,85.0,g,Gói
Khô Mix ( Gà-Mực-Heo) 300g (Hộp),Khô Mix ( Gà-Mực-Heo),300.0,g,Hộp
Khô bò sợi 100g (Gói),Khô bò sợi,100.0,g,Gói
Khô bò sợi 250g (Hộp),Khô bò sợi,250.0,g,Hộp
Khô gà cay 50g (Gói),Khô gà cay,50.0,g,Gói
Khô gà là chanh 120g (Hộp),Khô gà là chanh,120.0,g,Hộp
Khô heo cháy tỏi fansipan gói 50g (Gói),Khô heo cháy tỏi fansipan gói,50.0,g,Gói
Khô mực xé sợi 50g (Gói),Khô mực xé sợi,50.0,g,Gói
Khăn khô Lotus 600g (Gói),Khăn khô Lotus,600.0,g,Gói
Kun STC Hương cam có thạch 100ml (Hộp),Kun STC Hương cam có thạch,100.0,ml,Hộp
Kun sô cô la lúa mạch có thạch 110ml (Hộp),Kun sô cô la lúa mạch có thạch,110.0,ml,Hộp
Kun sô cô la lúa mạch có thạch 170ml (Hộp),Kun sô cô la lúa mạch có thạch,170.0,ml,Hộp
Kun sữa trái cây hương cam có thạch 170ml (Hộp),Kun sữa trái cây hương cam có thạch,170.0,ml,Hộp
KĐR Ngọc châu chuyên gia 170g (Hộp),KĐR Ngọc châu chuyên gia,170.0,g,Hộp
Kẹo AL 2chew Dâu & Nho 84g (Gói),Kẹo AL 2chew Dâu & Nho,84.0,g,Gói
Kẹo AL Bạc Hà NhânSôcôla 26g (Thỏi),Kẹo AL Bạc Hà NhânSôcôla,26.0,g,Thỏi
Kẹo AL mềm ChDây Hạt Chia 24.5g (Thỏi),Kẹo AL mềm ChDây Hạt Chia,24.5,g,Thỏi
Kẹo ALP Hồng Trà Sữa (Thỏi),Kẹo ALP Hồng Trà Sữa,,,Thỏi
Kẹo ALP Xoài muối ớt x2.9g (Thỏi),Kẹo ALP Xoài muối ớt x,2.9,g,Thỏi
Kẹo Alpenlibe mix vị gói 1kg (Gói),Kẹo Alpenlibe mix vị gói,1.0,kg,Gói
Kẹo Dẻo CC Panda 90g (Gói),Kẹo Dẻo CC Panda,90.0,g,Gói
Kẹo Elvan Truffle Túi 400g (Túi),Kẹo Elvan Truffle Túi,400.0,g,Túi
Kẹo Gum Cuộn Lotte Doraemon 56g (Hộp),Kẹo Gum Cuộn Lotte Doraemon,56.0,g,Hộp
Kẹo Gum Xylitol Hỗn hợp 130.5g(Lọ),Kẹo Gum Xylitol Hỗn hợp,130.5,g,Lọ
Kẹo Gum Xylitol LimeMint 130.5g (Lọ),Kẹo Gum Xylitol LimeMint,130.5,g,Lọ
Kẹo Gum Xylitol  Blueberry Mint 55.1g (Lọ),Kẹo Gum Xylitol Blueberry Mint,55.1,g,Lọ
Kẹo Gum Xylitol Hỗn hợp 55.1g (Lọ),Kẹo Gum Xylitol Hỗn hợp,55.1,g,Lọ
Kẹo Gum Xylitol LimeMint 55.1g (Lọ),Kẹo Gum Xylitol LimeMint,55.1,g,Lọ
Kẹo LOT100 Tổng hợp 150g (Túi),Kẹo LOT100 Tổng hợp,150.0,g,Túi
Kẹo LOT100 Xoài 225g (Hộp),Kẹo LOT100 Xoài,225.0,g,Hộp
Kẹo LOT100 Tổng hợp 1kg (Gói),Kẹo LOT100 Tổng hợp,1.0,kg,Gói
Kẹo LOT100 Tổng hợp 225g (Hộp),Kẹo LOT100 Tổng hợp,225.0,g,Hộp
Kẹo Lotte Xylitol hương Lime mint 11.6g (Vỉ),Kẹo Lotte Xylitol hương Lime mint,11.6,g,Vỉ
Kẹo Mút CC Hỗn Hợp 558g (Cái),Kẹo Mút CC Hỗn Hợp,558.0,g,Cái
Kẹo Mút CC Sắc Màu 539.4g (Cái),Kẹo Mút CC Sắc Màu,539.4,g,Cái
Kẹo Ngậm MT Grape Disp 17.5g (Hộp),Kẹo Ngậm MT Grape Disp,17.5,g,Hộp
Kẹo Ngậm MT Peach Disp 17.5g (Hộp),Kẹo Ngậm MT Peach Disp,17.5,g,Hộp
Kẹo Nougat HT cửa sổ 260g (Hộp),Kẹo Nougat HT cửa sổ,260.0,g,Hộp
Kẹo Nougat Đỏ 1kg (Túi),Kẹo Nougat Đỏ,1.0,kg,Túi
Kẹo Oishi tăng lực 85g (Gói),Kẹo Oishi tăng lực,85.0,g,Gói
Kẹo Oishi 85g (Gói(Thập Cẩm)),Kẹo Oishi (Gói(Thập Cẩm)),85.0,g,
Kẹo Skittles hũ 100g (Lọ),Kẹo Skittles hũ,100.0,g,Lọ
Kẹo Sôcôla Snickers 51g (Thanh),Kẹo Sôcôla Snickers,51.0,g,Thanh
Kẹo Sôcôla Sữa M&M\'s 37g (Gói),Kẹo Sôcôla Sữa M&M\'s,37.0,g,Gói
Kẹo Sôcôla Sữa M&M\'s Ống 28g (Lọ),Kẹo Sôcôla Sữa M&M\'s Ống,28.0,g,Lọ
Kẹo Sôcôla đậu phộng M&M\'s 37g (Gói),Kẹo Sôcôla đậu phộng M&M\'s,37.0,g,Gói
Kẹo chuối Kim Thành 260gr (Gói),Kẹo chuối Kim Thành 260gr,,,Gói
Kẹo cứng Hamecy ổi 70g (Gói),Kẹo cứng Hamecy ổi,70.0,g,Gói
Kẹo cứng Rosha hỗn hợp HS Vuông Vàng 150g (Hộp),Kẹo cứng Rosha hỗn hợp HS Vuông Vàng,150.0,g,Hộp
Kẹo dẻo cốt dừa 270g (Gói),Kẹo dẻo cốt dừa,270.0,g,Gói
Kẹo dẻo sữa chua Taiyo 350g (Gói),Kẹo dẻo sữa chua Taiyo,350.0,g,Gói
Kẹo gum MFA B.Hà Kh.Diệp 56g (Hũ),Kẹo gum MFA B.Hà Kh.Diệp,56.0,g,Hũ
"Kẹo gum trident vị trái cây nhiệt đới 50,4g (Hộp)",Kẹo gum trident vị trái cây nhiệt đới,50.4,g,Hộp
Kẹo lotte anytime hương chanh 60g (Gói),Kẹo lotte anytime hương chanh,60.0,g,Gói
Kẹo mít Kim Thành 260gr (Gói),Kẹo mít Kim Thành 260gr,,,Gói
Kẹo mút AL Dâu Kem 10g (Cái),Kẹo mút AL Dâu Kem,10.0,g,Cái
Kẹo mút AL QuảMọng 10g (Cái),Kẹo mút AL QuảMọng,10.0,g,Cái
Kẹo mút AL SữaCaramen 10g (Cái),Kẹo mút AL SữaCaramen,10.0,g,Cái
Kẹo mềm AL 2chew Dâu 24.5g (Thỏi),Kẹo mềm AL 2chew Dâu,24.5,g,Thỏi
Kẹo mềm AL 2chew Nho 24.5g (Thỏi),Kẹo mềm AL 2chew Nho,24.5,g,Thỏi
Kẹo ngậm bạc hà vị dưa hấu 40g (Lọ),Kẹo ngậm bạc hà vị dưa hấu,40.0,g,Lọ
Kẹo ngậm bạc hà vị trái cây nhiệt đới 40g (Lọ),Kẹo ngậm bạc hà vị trái cây nhiệt đới,40.0,g,Lọ
Kẹo ngậm xí muội 40g (Lọ),Kẹo ngậm xí muội,40.0,g,Lọ
Kẹo nhai Doublemint hương Bạc Hà hũ 80g (Lọ),Kẹo nhai Doublemint hương Bạc Hà hũ,80.0,g,Lọ
Kẹo nhai MT Mê Ly 29.7g (Thỏi),Kẹo nhai MT Mê Ly,29.7,g,Thỏi
Kẹo sing-gum Cool Air Fresh Cube hương chanh hũ 40g (Lọ),Kẹo sing-gum Cool Air Fresh Cube hương chanh hũ,40.0,g,Lọ
Kẹo sing-gum DM hương bạc hà hũ 131.4g (Lọ),Kẹo sing-gum DM hương bạc hà hũ,131.4,g,Lọ
Kẹo sâm hàn quốc 200g (Gói),Kẹo sâm hàn quốc,200.0,g,Gói
Kẹo sô cô la sữa PIPPO tam giác 235g (Cái),Kẹo sô cô la sữa PIPPO tam giác,235.0,g,Cái
Kẹo thạch SUSO tam giác 330g (Gói),Kẹo thạch SUSO tam giác,330.0,g,Gói
Kẹo thạch Zai Zai 320g (Cái),Kẹo thạch Zai Zai,320.0,g,Cái
Kẹo thạch Zai Zai Plus trà sữa trân châu 320g (Cái),Kẹo thạch Zai Zai Plus trà sữa trân châu,320.0,g,Cái
Kẹo thảo mộc Swiss Herb hiệu Ricola 100g (Cái),Kẹo thảo mộc Swiss Herb hiệu Ricola,100.0,g,Cái
LC - Lạp xưởng tươi HV Đài Loan 700g (Gói),LC - Lạp xưởng tươi HV Đài Loan,700.0,g,Gói
LOF Trà Cascara vị độc đáo 1 450ml (Cái),LOF Trà Cascara vị độc đáo 1,450.0,ml,Cái
LOF Trà Manuka vị chanh 430ml (Cái),LOF Trà Manuka vị chanh,430.0,ml,Cái
LOF Trà Manuka vị nguyên bản 430ml (Cái),LOF Trà Manuka vị nguyên bản,430.0,ml,Cái
LOF Trà Manuka vị đào 430ml (Cái),LOF Trà Manuka vị đào,430.0,ml,Cái
Lovenose xịt thơm phòng hương hoa hồng 320ml (Lọ),Lovenose xịt thơm phòng hương hoa hồng,320.0,ml,Lọ
Lá Kim tẩm ô liu O\'Food 5g (Gói),Lá Kim tẩm ô liu O\'Food,5.0,g,Gói
Lương khô nén gói 500g (Gói),Lương khô nén gói,500.0,g,Gói
Lạc tẩm vị 130g (Gói),Lạc tẩm vị,130.0,g,Gói
Lạp xưởng nướng đá 700g (700g),Lạp xưởng nướng đá,700.0,g,700g
"Lọ tỏa hương thơm phòng Lovenose, hương hoa hồng 180ml (Lọ)","Lọ tỏa hương thơm phòng Lovenose, hương hoa hồng",180.0,ml,Lọ
MAGGI Dau Hao Giam Gia KM 150g (Chai),MAGGI Dau Hao Giam Gia KM,150.0,g,Chai
MERINO kem sầu riêng que 100g (Que),MERINO kem sầu riêng que,100.0,g,Que
MT Peppermint 17.5g (Cái),MT Peppermint,17.5,g,Cái
Matcha cốc 500ml (Cốc),Matcha cốc,500.0,ml,Cốc
Mentos Cau Dua Du Xoai 224g (Gói),Mentos Cau Dua Du Xoai,224.0,g,Gói
Mentos Yoghurt 221.4g (Gói),Mentos Yoghurt,221.4,g,Gói
Minute Maid Splash nước cam ép 320ml (Lon),Minute Maid Splash nước cam ép,320.0,ml,Lon
Miến dong Lào 500g (Gói),Miến dong Lào,500.0,g,Gói
Miến dong Lào gói 200g (Gói),Miến dong Lào gói,200.0,g,Gói
Miến dong Phia đén Nguyên Bình 300g (Túi),Miến dong Phia đén Nguyên Bình,300.0,g,Túi
Miến làng so Đặc Biệt 500g (Gói),Miến làng so Đặc Biệt,500.0,g,Gói
Miến măng vịt gói 58g (Gói),Miến măng vịt gói,58.0,g,Gói
Miến sườn heo gói 58g (Gói),Miến sườn heo gói,58.0,g,Gói
Mr Win Cafe Tết Mix vị 165g (Hộp),Mr Win Cafe Tết Mix vị,165.0,g,Hộp
Muối hạt Hanufood 950g (Gói),Muối hạt Hanufood,950.0,g,Gói
Muối tinh 500g (Gói),Muối tinh,500.0,g,Gói
Muối tôm Tây Ninh 60g (chai),Muối tôm Tây Ninh,60.0,g,chai
Muối tôm Tây Ninh DH Foods 60g (Lọ),Muối tôm Tây Ninh DH Foods,60.0,g,Lọ
Muối ớt 100g (Lọ),Muối ớt,100.0,g,Lọ
MÌ TÔ ĂN LIỀN KIM CHI 105g (Tô),MÌ TÔ ĂN LIỀN KIM CHI,105.0,g,Tô
Mì Kokomi Bò hầm rau thơm MB 75g (Gói),Mì Kokomi Bò hầm rau thơm MB,75.0,g,Gói
Mì Kokomi Tôm chua cay 65g (Gói),Mì Kokomi Tôm chua cay,65.0,g,Gói
Mì Kokomi Đại 90 Tôm chua cay MB 90g (Gói),Mì Kokomi Đại 90 Tôm chua cay MB,90.0,g,Gói
Mì Kokomi Đại 90 hộp Tôm chua cay thường ngày 90g (Ly),Mì Kokomi Đại 90 hộp Tôm chua cay thường ngày,90.0,g,Ly
Mì Koreno bò cay 100g (Gói),Mì Koreno bò cay,100.0,g,Gói
Mì Omachi cua xốt ớt 126g (Gói),Mì Omachi cua xốt ớt,126.0,g,Gói
Mì Omachi quán xá Châu Á Bangkok 96g (Hộp),Mì Omachi quán xá Châu Á Bangkok,96.0,g,Hộp
Mì Omachi trộn cua xốt ớt 96g (Tô),Mì Omachi trộn cua xốt ớt,96.0,g,Tô
Mì Omachi trộn xốt Spaghetti 105g (Bát),Mì Omachi trộn xốt Spaghetti,105.0,g,Bát
Mì Spaghetti Olivoila N.5 500g (Hộp),Mì Spaghetti Olivoila N.5,500.0,g,Hộp
Mì chính Miwon 1kg (Gói),Mì chính Miwon,1.0,kg,Gói
Mì chũ Minh Long 1kg (Gói),Mì chũ Minh Long,1.0,kg,Gói
Mì chũ Minh Long 700g (Gói),Mì chũ Minh Long,700.0,g,Gói
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 96g (Tô),Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,96.0,g,Tô
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 70g (Ly),Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,70.0,g,Ly
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 80g (Gói),Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,80.0,g,Gói
Mì dinh dưỡng khoai tây Omachi hương vị lẩu tôm càng 80g (Gói),Mì dinh dưỡng khoai tây Omachi hương vị lẩu tôm càng,80.0,g,Gói
Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti 90g (Gói),Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti,90.0,g,Gói
Mì dinh dưỡng khoai tây Omachi trộn hương vị thịt xiên nướng 90g (Gói),Mì dinh dưỡng khoai tây Omachi trộn hương vị thịt xiên nướng,90.0,g,Gói
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 93g (Tô),Mì dinh dưỡng khoai tây Omachi xốt Bò hầm,93.0,g,Tô
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 69g (Ly),Mì dinh dưỡng khoai tây Omachi xốt Bò hầm,69.0,g,Ly
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 81g (Gói),Mì dinh dưỡng khoai tây Omachi xốt Bò hầm,81.0,g,Gói
Mì kokomi  hương vị canh chua hải sản 75g (Gói),Mì kokomi hương vị canh chua hải sản,75.0,g,Gói
Mì kokomi hương vị tôm chưa cây chanh ớt 75g (Gói),Mì kokomi hương vị tôm chưa cây chanh ớt,75.0,g,Gói
Mì thố Cung Đình Thịt hầm nấm 79g (Bát),Mì thố Cung Đình Thịt hầm nấm,79.0,g,Bát
Mì trộn tương đen Koreno Chajang 78g (Gói),Mì trộn tương đen Koreno Chajang,78.0,g,Gói
Mít sấy 100g (Gói),Mít sấy,100.0,g,Gói
Mít sấy 200g (Gói),Mít sấy,200.0,g,Gói
Mít sấy Minh Văn 500g (Gói),Mít sấy Minh Văn,500.0,g,Gói
Mật ong bổ phế 100ml (Lọ),Mật ong bổ phế,100.0,ml,Lọ
